,carat,cut,color,clarity,depth,table,price,x,y,z,class
11641,0.31,Very Good,F,VS2,61.1,58.1,605,4.33,4.37,2.66,accept
11642,0.4,Ideal,F,VVS2,61.8,55.0,1351,4.71,4.74,2.92,accept
11643,0.71,Very Good,E,SI2,62.2,58.0,2238,5.68,5.74,3.55,reject
11644,0.5,Premium,H,VS2,60.9,59.0,1332,5.14,5.11,3.12,reject
11645,0.51,Premium,D,VS2,60.5,60.0,1882,5.19,5.16,3.13,accept
11646,0.5,Premium,F,SI2,62.2,54.0,1094,5.14,5.08,3.18,reject
11647,1.65,Very Good,J,SI1,61.7,56.0,7903,7.61,7.66,4.71,reject
11648,0.5,Very Good,E,I1,58.6,63.0,938,5.23,5.15,3.04,reject
11649,0.27,Ideal,F,VVS2,60.0,62.0,583,4.21,4.22,2.53,accept
11650,0.33,Ideal,E,VS2,62.3,55.0,928,4.46,4.43,2.77,accept
11651,1.16,Ideal,I,SI1,61.5,60.0,4742,6.76,6.71,4.14,reject
11652,0.41,Premium,E,VS2,62.1,58.0,935,4.75,4.78,2.96,accept
11653,0.38,Ideal,F,SI2,60.6,56.0,827,4.73,4.7,2.86,reject
11654,0.7,Very Good,F,VS1,60.1,58.0,2959,5.73,5.79,3.46,accept
11655,1.04,Ideal,F,SI2,61.8,56.0,4630,6.53,6.49,4.02,reject
11656,0.5,Ideal,F,VS2,62.9,55.0,1736,5.12,5.08,3.21,accept
11657,0.72,Premium,G,VS2,61.4,57.0,2550,5.83,5.77,3.56,reject
11658,2.1,Premium,H,SI2,60.4,59.0,16629,8.33,8.28,5.02,reject
11659,0.4,Good,E,SI2,63.1,57.0,622,4.7,4.72,2.97,reject
11660,0.34,Ideal,G,VS2,62.4,57.0,517,4.46,4.48,2.79,reject
11661,0.71,Premium,F,VS1,60.5,58.0,2839,5.75,5.72,3.47,accept
11662,0.41,Good,E,SI1,63.1,57.0,685,4.71,4.73,2.98,reject
11663,0.3,Premium,D,VS2,61.0,60.0,710,4.29,4.33,2.63,accept
11664,0.7,Ideal,D,VS1,62.3,55.0,3840,5.64,5.68,3.53,accept
11665,0.9,Very Good,J,SI1,63.2,60.0,2753,6.12,6.09,3.86,reject
11666,1.01,Very Good,G,SI1,62.0,63.0,3137,6.34,6.25,3.9,reject
11667,0.57,Ideal,D,VS1,61.8,55.0,1982,5.31,5.37,3.3,accept
11668,0.71,Ideal,F,VS1,62.0,57.0,3066,5.7,5.75,3.55,accept
11669,1.13,Ideal,F,I1,62.2,55.0,3542,6.63,6.68,4.14,reject
11670,0.24,Very Good,F,VS2,62.4,58.0,419,3.98,4.0,2.49,accept
11671,0.4,Ideal,F,VVS2,62.4,57.0,1088,4.69,4.73,2.94,accept
11672,0.3,Premium,F,VS2,61.5,60.0,605,4.26,4.29,2.63,accept
11673,1.01,Ideal,D,VVS2,61.1,57.0,10860,6.47,6.49,3.96,reject
11674,1.51,Ideal,E,SI2,61.9,56.0,10588,7.31,7.36,4.54,reject
11675,0.51,Ideal,F,IF,62.5,54.0,2730,5.12,5.16,3.21,accept
11676,0.41,Ideal,G,IF,61.7,56.0,1431,4.8,4.77,2.95,reject
11677,0.71,Very Good,F,SI2,63.2,57.0,2397,5.66,5.7,3.59,reject
11678,0.9,Premium,E,SI1,60.7,61.0,3625,6.19,6.17,3.75,reject
11679,0.41,Ideal,E,VVS1,61.3,57.0,1367,4.77,4.79,2.93,accept
11680,0.31,Ideal,E,IF,60.4,56.0,1188,4.43,4.38,2.66,accept
11681,0.23,Good,F,VS2,61.0,57.0,442,3.97,4.01,2.44,accept
11682,0.26,Very Good,E,VVS2,60.9,58.0,584,4.13,4.15,2.52,accept
11683,0.59,Ideal,G,VS2,62.9,56.0,1622,5.35,5.33,3.36,reject
11684,0.56,Ideal,F,VS2,62.3,55.0,1729,5.32,5.28,3.3,accept
11685,0.43,Ideal,E,VS2,62.0,57.0,1048,4.85,4.82,3.0,accept
11686,0.77,Very Good,D,VS2,63.1,57.0,3428,5.86,5.83,3.69,reject
11687,0.3,Ideal,F,SI1,62.5,57.0,475,4.3,4.31,2.69,reject
11688,1.5,Very Good,D,VS1,60.2,59.0,15600,7.3,7.36,4.41,reject
11689,0.54,Ideal,F,VS1,62.5,56.0,1819,5.18,5.22,3.25,accept
11690,1.11,Ideal,F,SI2,61.7,55.0,4942,6.66,6.63,4.1,reject
11691,0.35,Ideal,E,VS2,62.0,57.0,984,4.55,4.51,2.81,accept
11692,0.56,Ideal,F,VVS2,61.2,57.0,2202,5.31,5.35,3.26,accept
11693,1.31,Premium,H,VS2,59.8,58.0,7732,7.19,7.09,4.27,reject
11694,0.71,Very Good,D,VS1,63.2,57.0,3406,5.63,5.67,3.57,accept
11695,0.54,Ideal,D,VS1,62.1,57.0,2004,5.19,5.22,3.23,accept
11696,0.33,Ideal,H,IF,61.4,54.0,838,4.47,4.49,2.75,reject
11697,0.52,Ideal,D,VS2,61.4,56.0,1664,5.16,5.19,3.18,accept
11698,0.9,Very Good,E,SI1,62.6,61.0,4315,6.06,6.11,3.81,reject
11699,0.7,Very Good,E,IF,60.3,59.0,4679,5.72,5.76,3.46,accept
11700,1.01,Ideal,D,VS2,62.7,57.0,7792,6.39,6.36,4.0,reject
11701,0.34,Premium,G,SI1,59.7,59.0,507,4.5,4.54,2.7,reject
11702,0.28,Very Good,E,VVS2,58.7,60.0,608,4.31,4.34,2.54,accept
11703,0.7,Very Good,H,VS2,62.9,58.0,2276,5.6,5.65,3.54,reject
11704,0.7,Very Good,E,VS1,63.6,57.0,3154,5.61,5.65,3.58,accept
11705,0.34,Very Good,F,VS1,61.1,57.0,739,4.51,4.54,2.76,reject
11706,0.71,Ideal,D,VS2,61.2,57.0,3321,5.73,5.77,3.52,accept
11707,0.32,Ideal,E,SI1,61.8,55.0,561,4.42,4.45,2.74,reject
11708,0.35,Ideal,E,VVS1,60.7,55.0,1030,4.56,4.6,2.78,accept
11709,1.21,Ideal,D,VS2,60.9,60.0,10353,6.91,6.86,4.19,reject
11710,0.71,Ideal,F,VS1,61.3,56.0,3710,5.69,5.75,3.51,accept
11711,0.32,Ideal,F,VS2,61.9,56.0,828,4.39,4.37,2.71,accept
11712,0.88,Very Good,H,VS2,63.2,57.0,3472,6.08,6.15,3.87,reject
11713,1.09,Ideal,H,VS2,61.3,56.0,6288,6.57,6.63,4.05,reject
11714,1.14,Ideal,J,SI1,60.2,57.0,3045,6.81,6.71,4.07,reject
11715,0.39,Ideal,I,VVS1,60.8,56.0,805,4.76,4.78,2.9,reject
11716,1.7,Premium,E,SI1,62.3,57.0,15662,7.68,7.6,4.76,reject
11717,0.32,Premium,G,VS1,62.1,56.0,828,4.43,4.4,2.74,reject
11718,0.74,Very Good,F,SI2,61.7,57.0,2319,5.78,5.85,3.59,reject
11719,0.71,Ideal,F,SI1,61.3,56.0,2491,5.73,5.79,3.53,reject
11720,0.73,Ideal,E,VS1,60.9,55.8,3660,5.8,5.85,3.55,accept
11721,0.34,Premium,G,IF,60.5,58.0,939,4.52,4.47,2.72,reject
11722,0.37,Very Good,E,VVS2,61.2,55.0,779,4.63,4.68,2.85,accept
11723,0.33,Very Good,G,SI1,59.8,58.0,492,4.52,4.54,2.71,reject
11724,0.29,Ideal,H,VS1,61.8,57.0,498,4.27,4.31,2.64,reject
11725,0.41,Ideal,F,VVS1,61.8,55.0,1356,4.78,4.76,2.95,accept
11726,0.36,Premium,E,VS2,61.3,60.0,1013,4.59,4.55,2.8,accept
11727,0.31,Good,G,IF,63.9,58.0,924,4.27,4.3,2.74,reject
11728,0.54,Good,D,VS2,60.9,60.0,1644,5.28,5.36,3.24,accept
11729,0.54,Ideal,F,VS1,61.1,55.0,2083,5.26,5.32,3.23,accept
11730,0.31,Ideal,F,VVS1,61.6,56.0,903,4.34,4.36,2.68,accept
11731,1.21,Ideal,F,SI2,61.8,57.0,6105,6.87,6.82,4.23,reject
11732,0.74,Premium,F,VS2,62.3,58.0,2560,5.77,5.72,3.58,accept
11733,1.14,Ideal,I,SI2,62.1,55.0,4276,6.71,6.72,4.17,reject
11734,0.3,Very Good,G,VVS2,60.3,57.0,631,4.35,4.36,2.63,reject
11735,0.35,Ideal,I,VS1,62.1,54.0,571,4.54,4.57,2.83,reject
11736,0.41,Ideal,D,SI1,60.3,57.0,1015,4.86,4.82,2.92,reject
11737,1.08,Ideal,F,SI2,61.3,55.0,5164,6.59,6.62,4.05,reject
11738,0.71,Ideal,D,VVS2,61.6,54.0,4325,5.74,5.78,3.55,accept
11739,0.7,Fair,E,SI1,65.1,56.0,2125,5.49,5.41,3.55,reject
11740,0.23,Very Good,E,VVS2,58.8,62.0,485,4.04,4.06,2.38,accept
11741,0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,5.16,3.17,accept
11742,0.36,Ideal,F,VS2,61.5,55.0,807,4.6,4.57,2.82,accept
11743,1.01,Good,D,SI1,58.5,64.0,5271,6.4,6.45,3.76,reject
11744,0.23,Very Good,F,VVS1,59.3,58.0,530,4.02,4.04,2.39,accept
11745,1.0,Very Good,E,SI1,63.2,57.0,5396,6.39,6.36,4.03,reject
11746,0.91,Very Good,F,SI1,62.2,57.0,4108,6.19,6.25,3.87,reject
11747,1.03,Very Good,E,SI2,61.7,54.9,5393,6.46,6.52,4.01,reject
11748,0.3,Very Good,E,VVS2,63.2,56.0,622,4.23,4.28,2.69,accept
11749,1.5,Very Good,I,VS2,62.2,59.0,9611,7.34,7.3,4.55,reject
11750,1.09,Ideal,E,SI2,59.4,57.0,3760,6.74,6.65,3.98,reject
11751,0.38,Very Good,D,VS2,61.5,62.0,871,4.6,4.63,2.84,accept
11752,0.9,Very Good,G,SI2,63.3,59.0,3107,6.12,6.07,3.86,reject
11753,0.31,Very Good,F,VS2,63.5,55.0,749,4.32,4.31,2.74,accept
11754,0.31,Premium,D,VS2,62.0,59.0,734,4.32,4.36,2.69,accept
11755,1.72,Good,G,SI2,62.8,59.3,10084,7.55,7.62,4.76,reject
11756,0.51,Premium,E,VVS2,59.3,59.0,2419,5.25,5.17,3.09,accept
11757,0.4,Very Good,E,VS2,59.4,58.0,770,4.78,4.82,2.85,accept
11758,1.04,Very Good,J,SI2,63.2,58.6,3924,6.35,6.39,4.03,reject
11759,1.51,Very Good,J,SI1,63.5,58.0,6976,7.29,7.24,4.61,reject
11760,0.57,Ideal,F,VS2,62.1,55.0,1637,5.31,5.35,3.31,accept
11761,1.1,Ideal,G,SI1,61.6,56.0,5610,6.59,6.68,4.09,reject
11762,2.04,Premium,I,I1,59.3,61.0,8408,8.3,8.25,4.91,reject
11763,0.54,Ideal,G,VVS2,61.8,55.0,1829,5.22,5.3,3.24,reject
11764,2.01,Premium,H,SI1,61.4,56.0,18295,8.19,8.13,5.01,reject
11765,0.4,Ideal,E,VS2,62.1,54.0,854,4.72,4.75,2.94,accept
11766,0.73,Very Good,H,VS2,61.3,60.0,2430,5.72,5.79,3.53,reject
11767,0.43,Good,E,SI1,63.1,56.0,739,4.8,4.83,3.04,reject
11768,0.31,Ideal,D,SI1,62.1,56.0,732,4.37,4.33,2.7,reject
11769,1.01,Very Good,I,SI1,63.5,59.0,4412,6.36,6.31,4.02,reject
11770,0.7,Ideal,E,VS2,61.1,56.0,3370,5.76,5.81,3.53,accept
11771,0.51,Ideal,E,SI1,61.5,55.0,1649,5.18,5.15,3.18,reject
11772,0.3,Very Good,E,VS2,62.3,57.0,658,4.27,4.3,2.67,accept
11773,0.27,Very Good,E,VVS1,62.3,56.0,682,4.16,4.19,2.6,accept
11774,1.2,Ideal,H,SI1,62.7,55.0,6512,6.76,6.73,4.23,reject
11775,0.4,Very Good,E,SI1,62.2,62.0,687,4.66,4.69,2.91,reject
11776,0.55,Ideal,E,VS1,62.2,55.0,1975,5.22,5.26,3.26,accept
11777,0.71,Ideal,H,SI2,62.7,57.0,2178,5.66,5.69,3.56,reject
11778,0.38,Good,E,VVS1,62.4,64.0,975,4.61,4.59,2.87,accept
11779,0.27,Very Good,F,VVS2,60.1,58.0,620,4.17,4.22,2.52,accept
11780,0.42,Ideal,D,VVS2,62.0,55.0,1132,4.81,4.84,2.99,accept
11781,1.23,Very Good,I,SI1,63.1,56.0,5855,6.91,6.79,4.32,reject
11782,1.28,Ideal,G,VVS2,61.2,54.0,10839,7.03,7.06,4.31,reject
11783,0.32,Ideal,E,VS2,61.9,56.0,900,4.4,4.35,2.71,accept
11784,2.35,Premium,I,SI1,61.8,58.0,14185,8.58,8.44,5.26,reject
11785,0.71,Very Good,F,SI1,60.7,57.0,2088,5.78,5.81,3.52,reject
11786,0.52,Ideal,G,VVS2,62.3,55.0,1911,5.12,5.16,3.2,reject
11787,0.91,Ideal,E,SI1,61.0,57.0,4392,6.2,6.26,3.8,reject
11788,0.55,Ideal,E,VS1,61.9,55.0,2079,5.3,5.24,3.25,accept
11789,1.0,Premium,H,VS2,63.0,59.0,4791,6.43,6.34,4.02,reject
11790,1.01,Very Good,E,VVS2,60.2,60.0,9076,6.46,6.5,3.9,accept
11791,0.91,Ideal,F,SI2,61.8,56.0,2718,6.19,6.17,3.82,reject
11792,0.7,Fair,E,SI1,66.7,59.0,2241,5.49,5.45,3.65,reject
11793,1.1,Very Good,G,VVS1,60.4,57.0,8724,6.7,6.77,4.07,reject
11794,0.84,Very Good,G,SI2,62.8,57.0,3015,6.0,6.04,3.78,reject
11795,0.39,Good,D,VVS2,63.6,60.2,1255,4.58,4.62,2.93,accept
11796,0.72,Ideal,E,VS2,60.8,56.0,3601,5.78,5.82,3.53,accept
11797,0.52,Good,F,VS1,61.0,61.0,1419,5.22,5.17,3.17,accept
11798,0.3,Ideal,E,VS2,62.1,56.0,844,4.31,4.25,2.66,accept
11799,0.7,Very Good,F,SI1,62.6,59.0,2161,5.64,5.7,3.55,reject
11800,0.41,Very Good,G,SI2,63.4,58.0,784,4.73,4.7,2.99,reject
11801,0.7,Good,F,VS1,57.8,61.0,2751,5.83,5.79,3.36,accept
11802,0.42,Ideal,G,VVS2,61.7,56.0,1571,4.84,4.88,3.0,reject
11803,0.33,Ideal,G,IF,61.0,57.0,925,4.45,4.48,2.72,reject
11804,1.09,Premium,I,SI1,61.6,61.0,3968,6.64,6.57,4.07,reject
11805,2.25,Ideal,I,SI2,62.4,57.0,17143,8.39,8.32,5.21,reject
11806,0.5,Very Good,E,VS2,63.4,58.0,1629,5.06,5.04,3.2,accept
11807,0.27,Ideal,F,IF,61.3,57.0,760,4.16,4.2,2.56,accept
11808,1.56,Ideal,H,VS2,61.6,57.0,11922,7.51,7.45,4.61,reject
11809,0.55,Good,E,VS2,60.3,61.0,1715,5.31,5.37,3.22,accept
11810,1.83,Very Good,I,VS1,61.9,57.0,13587,7.85,7.91,4.88,reject
11811,2.34,Premium,I,I1,61.5,60.0,8491,8.47,8.43,5.2,reject
11812,1.64,Very Good,J,SI2,63.0,58.0,7579,7.42,7.51,4.71,reject
11813,0.24,Very Good,F,VS2,61.3,54.0,461,4.02,4.07,2.47,accept
11814,0.7,Premium,F,VVS1,62.4,56.0,3300,5.69,5.63,3.53,accept
11815,2.03,Ideal,G,SI2,61.1,57.0,17182,8.16,8.21,5.0,reject
11816,1.06,Very Good,E,IF,62.4,55.0,12642,6.5,6.54,4.07,accept
11817,0.4,Ideal,F,VS1,61.6,55.0,917,4.74,4.78,2.93,reject
11818,1.0,Very Good,E,SI2,62.5,55.0,4392,6.38,6.41,4.0,reject
11819,1.11,Ideal,G,SI2,61.7,57.0,5395,6.69,6.65,4.12,reject
11820,0.32,Ideal,G,SI1,61.3,56.0,612,4.42,4.39,2.7,reject
11821,1.12,Ideal,E,VVS2,60.6,57.0,10769,6.77,6.66,4.07,accept
11822,1.02,Ideal,E,SI1,60.4,55.0,5278,6.54,6.48,3.93,reject
11823,0.9,Premium,F,VS1,62.7,58.0,5088,6.14,6.17,3.86,reject
11824,0.35,Ideal,E,IF,62.2,56.0,1197,4.51,4.52,2.81,accept
11825,0.73,Ideal,G,SI1,61.4,57.0,3089,5.74,5.79,3.54,reject
11826,0.39,Premium,F,VVS1,62.7,57.0,1290,4.68,4.64,2.92,accept
11827,0.74,Ideal,F,VS2,62.1,56.0,3200,5.83,5.79,3.61,accept
11828,1.15,Very Good,H,VS2,63.1,56.0,5750,6.7,6.62,4.2,reject
11829,0.3,Ideal,I,VVS1,61.1,57.0,552,4.32,4.36,2.65,reject
11830,0.26,Ideal,F,VVS1,60.3,56.0,733,4.15,4.17,2.51,accept
11831,0.29,Very Good,E,VVS1,58.9,59.0,664,4.33,4.4,2.57,accept
11832,0.55,Very Good,D,VS2,58.5,58.4,1975,5.39,5.42,3.16,accept
11833,0.51,Ideal,F,VS1,61.7,54.0,1744,5.14,5.17,3.18,accept
11834,0.27,Ideal,F,IF,63.0,55.0,760,4.13,4.16,2.61,accept
11835,1.2,Ideal,J,VS1,61.3,56.0,5534,6.83,6.87,4.2,reject
11836,0.31,Very Good,E,VVS2,64.2,55.0,721,4.24,4.3,2.74,accept
11837,0.29,Ideal,F,IF,61.9,56.0,748,4.27,4.3,2.65,accept
11838,0.5,Fair,H,VS2,56.3,65.0,1332,5.24,5.21,2.94,reject
11839,0.32,Ideal,F,VVS1,62.3,55.0,854,4.37,4.4,2.73,accept
11840,0.41,Ideal,E,VS2,62.2,56.0,1087,4.8,4.75,2.97,accept
11841,1.22,Ideal,F,VS2,60.7,57.0,9568,6.89,6.94,4.2,reject
11842,0.32,Ideal,E,VVS2,62.3,55.0,890,4.37,4.4,2.73,accept
11843,0.4,Ideal,E,VS2,62.9,55.0,975,4.73,4.72,2.97,accept
11844,1.0,Good,E,VVS2,64.1,57.0,7692,6.32,6.29,4.04,accept
11845,0.51,Ideal,D,VS2,61.8,55.0,1882,5.16,5.1,3.17,accept
11846,0.3,Premium,E,IF,61.0,59.0,1026,4.29,4.33,2.63,accept
11847,0.33,Ideal,D,VVS2,61.1,56.0,955,4.44,4.46,2.72,accept
11848,0.54,Premium,E,SI1,59.5,61.0,1356,5.31,5.28,3.15,reject
11849,1.0,Good,H,VVS1,63.5,60.0,6183,6.3,6.36,4.02,reject
11850,1.0,Very Good,H,VS2,60.7,60.0,4978,6.55,6.49,3.96,reject
11851,0.31,Very Good,E,IF,60.6,60.0,944,4.4,4.44,2.68,accept
11852,0.43,Very Good,F,VS1,62.2,61.0,1056,4.75,4.83,2.98,reject
11853,0.5,Ideal,H,VS2,61.5,56.0,1626,5.11,5.13,3.15,reject
11854,0.32,Ideal,E,VS2,62.1,56.0,900,4.43,4.4,2.74,accept
11855,0.3,Ideal,E,VVS1,62.5,54.0,763,4.29,4.32,2.69,accept
11856,1.01,Very Good,H,SI2,61.5,62.0,4262,6.35,6.44,3.93,reject
11857,0.38,Very Good,D,VS2,58.7,61.0,871,4.74,4.77,2.79,accept
11858,0.44,Very Good,D,VS2,62.8,58.0,850,4.79,4.86,3.03,accept
11859,1.7,Premium,I,SI1,62.0,59.0,10331,7.59,7.64,4.72,reject
11860,0.38,Ideal,F,VVS2,62.1,54.6,1010,4.65,4.69,2.9,accept
11861,0.8,Premium,F,SI1,62.7,58.0,2901,5.91,5.93,3.71,reject
11862,0.56,Ideal,D,SI1,62.3,56.0,1723,5.26,5.33,3.3,reject
11863,0.36,Premium,E,VS2,60.3,62.0,1013,4.59,4.56,2.76,accept
11864,0.3,Ideal,E,VS2,61.3,57.0,621,4.3,4.34,2.65,accept
11865,0.35,Ideal,F,VS2,61.4,54.0,706,4.54,4.58,2.8,accept
11866,0.54,Good,E,VVS2,57.5,61.0,2391,5.47,5.39,3.12,accept
11867,0.42,Ideal,D,VVS2,61.7,53.0,1223,4.85,4.87,3.0,accept
11868,0.5,Very Good,E,VS2,61.3,59.0,1624,5.05,5.1,3.11,accept
11869,0.38,Ideal,E,VVS1,61.3,55.0,1200,4.67,4.72,2.88,accept
11870,1.31,Ideal,G,VS1,62.0,53.0,10556,7.06,7.07,4.37,reject
11871,0.34,Premium,F,VS2,62.6,59.0,880,4.48,4.44,2.79,accept
11872,1.51,Ideal,G,VS2,62.0,56.0,13355,7.35,7.32,4.55,reject
11873,0.33,Premium,F,VVS2,62.5,59.0,1040,4.47,4.4,2.77,accept
11874,0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3.49,accept
11875,1.04,Very Good,E,SI1,62.8,59.0,5689,6.46,6.41,4.04,reject
11876,0.24,Very Good,E,VVS2,58.9,63.0,485,4.05,4.07,2.39,accept
11877,0.73,Premium,E,VS1,62.6,60.0,2876,5.68,5.75,3.58,accept
11878,0.71,Very Good,F,VS1,61.2,57.0,3045,5.73,5.77,3.52,accept
11879,0.32,Ideal,E,VS2,62.2,55.0,702,4.36,4.38,2.72,accept
11880,1.02,Premium,F,SI2,61.1,62.0,4057,6.54,6.49,3.98,reject
11881,0.3,Good,H,VVS1,63.3,55.0,684,4.29,4.34,2.73,reject
11882,2.0,Very Good,I,SI2,59.5,61.0,13892,8.16,8.18,4.86,reject
11883,0.75,Good,F,VS1,64.4,59.0,2953,5.67,5.72,3.66,accept
11884,1.03,Ideal,E,VVS2,61.9,57.0,8811,6.46,6.5,4.01,accept
11885,0.38,Ideal,E,VVS1,61.9,53.7,1245,4.66,4.67,2.89,accept
11886,0.39,Premium,E,VS2,59.7,59.0,975,4.83,4.79,2.87,accept
11887,0.9,Very Good,E,VS2,63.0,57.0,4643,6.07,6.15,3.85,reject
11888,0.31,Ideal,I,VS1,62.8,57.0,628,4.32,4.28,2.7,reject
11889,0.71,Premium,F,VS2,61.0,59.0,2571,5.72,5.69,3.48,accept
11890,2.01,Premium,E,SI1,60.4,61.0,12898,8.05,7.98,4.84,reject
11891,1.09,Ideal,J,VS2,62.0,54.0,4361,6.64,6.61,4.11,reject
11892,0.31,Very Good,E,VS2,61.8,59.0,680,4.3,4.37,2.68,accept
11893,0.3,Ideal,G,IF,61.4,57.0,895,4.33,4.37,2.67,reject
11894,0.31,Ideal,E,VVS2,62.0,54.0,864,4.38,4.39,2.72,accept
11895,0.35,Very Good,E,VS1,59.7,59.0,790,4.59,4.62,2.75,reject
11896,0.76,Ideal,I,SI1,61.6,54.0,2399,5.86,5.92,3.63,reject
11897,0.3,Ideal,E,VS2,61.4,56.0,795,4.32,4.34,2.66,accept
11898,0.7,Very Good,G,VVS2,59.3,62.0,2905,5.78,5.82,3.44,reject
11899,0.71,Good,F,VVS2,58.2,60.0,2956,5.89,5.94,3.44,accept
11900,0.31,Ideal,F,VVS2,61.7,55.0,700,4.33,4.36,2.68,accept
11901,2.29,Premium,G,SI2,60.1,58.0,13711,8.63,8.58,5.17,reject
11902,0.3,Premium,D,VS2,62.8,59.0,911,4.28,4.26,2.68,accept
11903,1.52,Very Good,H,SI2,62.8,58.0,8408,7.25,7.3,4.57,reject
11904,0.72,Ideal,F,VS1,61.0,55.0,3759,5.77,5.81,3.53,accept
11905,0.5,Ideal,G,VVS2,62.2,56.0,1842,5.08,5.11,3.17,reject
11906,0.5,Very Good,F,VVS2,61.0,61.0,2013,5.09,5.11,3.11,accept
11907,0.52,Premium,F,VS1,61.7,56.0,1872,5.17,5.14,3.18,accept
11908,0.56,Ideal,D,VS1,61.7,56.0,1924,5.3,5.33,3.28,accept
11909,0.36,Premium,H,VS2,60.9,59.0,729,4.62,4.58,2.8,reject
11910,0.38,Ideal,D,VS1,62.0,55.0,1067,4.64,4.68,2.89,reject
11911,0.25,Ideal,G,VS1,62.3,54.0,438,4.05,4.11,2.54,reject
11912,0.41,Ideal,F,VS2,61.9,56.0,1107,4.76,4.74,2.94,accept
11913,0.43,Ideal,F,VVS1,62.0,57.0,1358,4.81,4.84,2.99,accept
11914,0.47,Good,E,VS2,58.4,60.3,1294,5.08,5.17,3.0,accept
11915,0.33,Ideal,E,VS2,61.9,54.0,723,4.42,4.47,2.75,accept
11916,0.7,Premium,E,VVS1,61.7,59.0,3294,5.71,5.67,3.51,accept
11917,0.54,Ideal,D,VS2,61.8,57.0,1892,5.22,5.26,3.24,accept
11918,0.4,Ideal,E,VVS1,61.7,55.0,1778,4.74,4.76,2.93,accept
11919,0.3,Ideal,F,VVS1,62.4,56.0,1114,4.31,4.28,2.68,accept
11920,0.35,Ideal,E,VVS1,61.9,56.0,967,4.55,4.53,2.81,accept
11921,2.01,Good,I,VS2,59.9,65.0,15729,8.19,8.14,4.89,reject
11922,1.04,Ideal,G,VS2,60.5,57.0,6955,6.56,6.62,3.99,reject
11923,0.32,Ideal,F,VVS2,61.4,57.0,728,4.41,4.45,2.72,accept
11924,0.31,Ideal,F,VS2,61.6,56.0,583,4.35,4.38,2.69,accept
11925,0.73,Very Good,G,SI2,62.6,56.0,1986,5.77,5.79,3.62,reject
11926,0.4,Ideal,E,VS1,62.0,54.0,1125,4.77,4.74,2.95,reject
11927,1.0,Very Good,H,SI1,62.3,60.0,4702,6.34,6.38,3.96,reject
11928,2.0,Fair,G,SI2,65.1,54.0,11156,7.88,7.82,5.11,reject
11929,0.32,Ideal,G,VS1,62.1,55.0,645,4.38,4.41,2.73,reject
11930,0.54,Ideal,G,VVS1,61.6,55.0,2041,5.22,5.24,3.22,reject
11931,0.3,Ideal,D,VS2,61.0,55.0,911,4.36,4.33,2.65,accept
11932,0.54,Ideal,D,SI2,61.3,57.0,1247,5.27,5.24,3.22,reject
11933,0.4,Good,E,SI1,63.9,58.0,882,4.67,4.63,2.97,reject
11934,0.73,Premium,F,VS1,62.7,56.0,2961,5.75,5.73,3.6,accept
11935,0.7,Ideal,D,SI1,62.0,54.0,2726,5.73,5.76,3.56,reject
11936,0.9,Good,H,SI2,64.3,60.0,3115,6.0,6.1,3.89,reject
11937,1.26,Premium,J,VS2,62.5,58.0,5015,6.9,6.92,4.32,reject
11938,0.37,Premium,E,VVS2,59.6,60.0,971,4.75,4.68,2.81,accept
11939,0.41,Ideal,E,VVS2,61.9,56.0,1187,4.75,4.78,2.95,accept
11940,0.39,Ideal,F,VVS2,61.7,56.0,988,4.7,4.73,2.91,accept
11941,0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3.54,accept
11942,1.21,Very Good,H,SI1,63.5,58.0,4944,6.73,6.63,4.24,reject
11943,0.27,Very Good,F,VVS1,59.7,59.0,544,4.19,4.22,2.51,accept
11944,0.51,Premium,F,VVS2,61.2,59.0,1882,5.19,5.1,3.15,accept
11945,0.31,Ideal,D,VS2,61.6,55.0,804,4.4,4.37,2.7,accept
11946,0.3,Premium,G,VVS1,60.7,59.0,789,4.33,4.37,2.64,reject
11947,0.73,Good,I,VS2,63.7,58.0,2144,5.69,5.64,3.61,reject
11948,0.23,Very Good,E,VVS1,60.2,59.0,478,3.97,4.01,2.4,accept
11949,0.55,Ideal,F,VS2,61.1,57.0,1819,5.3,5.27,3.23,accept
11950,0.7,Good,F,SI2,59.0,57.0,2100,5.8,5.83,3.43,reject
11951,0.66,Ideal,H,VS1,61.0,57.0,2131,5.61,5.66,3.43,reject
11952,0.37,Very Good,F,VS2,59.2,61.0,696,4.63,4.69,2.76,accept
11953,0.5,Very Good,F,VVS2,61.9,59.0,2041,5.07,5.11,3.15,accept
11954,0.77,Very Good,I,VS2,63.4,58.0,2262,5.81,5.74,3.66,reject
11955,0.4,Ideal,F,VVS2,62.4,56.0,1163,4.74,4.72,2.95,accept
11956,0.67,Good,F,VS2,58.7,61.5,2309,5.67,5.79,3.37,accept
11957,0.5,Very Good,F,VS1,62.3,55.0,1710,5.06,5.09,3.16,reject
11958,1.15,Ideal,E,SI1,60.2,57.0,6517,6.8,6.77,4.09,reject
11959,1.07,Ideal,E,VVS2,61.7,57.0,10104,6.55,6.61,4.06,accept
11960,1.29,Ideal,I,SI2,61.9,57.0,6097,6.99,7.04,4.34,reject
11961,1.0,Very Good,H,SI2,64.1,54.0,3991,6.3,6.33,4.05,reject
