,carat,cut,color,clarity,depth,table,price,x,y,z
18054,1.53,Ideal,H,VVS2,61.9,57.0,12731,7.35,7.39,4.56
18055,0.4,Premium,G,VVS2,62.0,58.0,982,4.68,4.74,2.92
18056,0.3,Premium,D,SI1,62.3,59.0,709,4.25,4.22,2.64
18057,1.54,Premium,H,VS2,61.9,61.0,10758,7.41,7.33,4.56
18058,1.01,Good,I,SI2,62.6,59.0,3399,6.24,6.35,3.94
18059,0.53,Good,E,SI1,57.8,57.0,1328,5.33,5.29,3.07
18060,0.79,Good,F,SI1,58.1,59.0,2756,6.06,6.13,3.54
18061,0.9,Premium,F,SI1,61.3,58.0,3714,6.13,6.08,3.74
18062,0.45,Good,F,VS1,60.1,61.8,1262,4.96,4.98,2.99
18063,0.6,Ideal,H,VS2,61.1,56.0,1648,5.47,5.49,3.35
18064,0.28,Ideal,H,VS1,62.2,54.0,462,4.19,4.23,2.62
18065,0.32,Ideal,G,SI1,61.8,55.0,449,4.4,4.43,2.73
18066,1.0,Premium,E,SI1,60.5,59.0,5299,6.4,6.45,3.89
18067,1.01,Ideal,I,VS2,64.1,58.0,4378,6.27,6.21,4.0
18068,0.9,Good,F,SI1,62.9,57.0,3780,6.08,6.13,3.84
18069,1.51,Premium,F,VS2,61.6,58.0,14817,7.35,7.32,4.52
18070,0.4,Ideal,G,IF,61.2,56.0,1229,4.76,4.81,2.93
18071,2.14,Premium,J,SI2,61.5,59.0,13326,8.3,8.25,5.11
18072,0.3,Very Good,H,SI1,58.7,63.0,393,4.32,4.37,2.55
18073,1.11,Ideal,I,SI1,61.9,57.0,4709,6.62,6.67,4.11
18074,0.51,Good,J,SI1,63.9,55.0,1071,5.01,4.97,3.19
18075,0.32,Premium,G,SI1,62.0,55.0,612,4.43,4.41,2.74
18076,0.3,Premium,G,VVS1,61.7,58.0,1013,4.3,4.26,2.64
18077,0.9,Good,G,SI1,57.8,58.0,3931,6.42,6.38,3.7
18078,0.52,Premium,G,SI1,60.7,59.0,1280,5.22,5.19,3.16
18079,0.33,Premium,J,VS1,61.5,61.0,557,4.46,4.39,2.72
18080,1.01,Premium,F,SI1,61.7,58.0,5202,6.44,6.39,3.96
18081,0.9,Ideal,H,VS1,62.2,58.0,4428,6.14,6.17,3.83
18082,1.59,Premium,H,VVS2,63.0,58.0,12409,7.48,7.43,4.7
18083,1.71,Very Good,D,SI2,63.5,56.0,11844,7.58,7.51,4.79
18084,2.09,Premium,J,SI2,60.0,60.0,13212,8.37,8.32,5.01
18085,0.47,Ideal,I,VS2,62.1,54.0,884,4.98,5.0,3.1
18086,0.3,Very Good,J,VS2,63.4,57.0,473,4.26,4.22,2.69
18087,1.51,Ideal,H,SI1,61.8,55.0,9336,7.38,7.42,4.57
18088,0.6,Very Good,G,VS1,61.9,56.0,2094,5.41,5.45,3.36
18089,1.53,Ideal,E,SI1,61.2,58.0,13324,7.39,7.44,4.54
18090,1.54,Ideal,G,VS2,60.8,57.0,15395,7.44,7.46,4.53
18091,1.0,Premium,H,SI2,62.8,60.0,3080,6.46,6.34,4.02
18092,0.78,Very Good,G,SI1,63.0,58.0,2721,5.82,5.86,3.68
18093,1.26,Ideal,G,VVS1,61.1,57.0,10787,7.02,6.98,4.28
18094,0.36,Ideal,E,VS1,61.5,55.0,753,4.58,4.66,2.84
18095,1.12,Ideal,D,VS2,62.0,55.0,8430,6.66,6.63,4.12
18096,0.85,Ideal,D,SI1,61.9,56.0,4373,6.03,6.09,3.75
18097,1.0,Ideal,I,VS2,62.5,55.0,4511,6.41,6.36,4.0
18098,0.99,Fair,J,I1,62.9,58.0,1901,6.33,6.1,3.91
18099,0.72,Premium,G,SI2,62.7,57.0,1764,5.74,5.7,3.59
18100,0.41,Premium,F,SI1,59.8,59.0,755,4.82,4.85,2.89
18101,0.51,Premium,E,SI1,61.8,58.0,1343,5.11,5.15,3.17
18102,1.01,Premium,G,VVS2,61.5,61.0,5963,6.44,6.38,3.94
18103,0.52,Ideal,G,VS1,62.4,56.0,1815,5.15,5.11,3.2
18104,1.0,Ideal,H,SI2,62.0,56.0,4649,6.38,6.43,3.97
18105,0.41,Very Good,G,VS2,60.9,61.0,827,4.74,4.75,2.89
18106,1.59,Very Good,I,VS2,60.5,63.0,10106,7.52,7.45,4.53
18107,0.34,Very Good,H,VS2,63.3,56.0,689,4.45,4.39,2.8
18108,1.03,Ideal,J,SI2,62.4,56.0,4054,6.44,6.48,4.03
18109,1.31,Ideal,I,SI2,61.0,59.0,5820,7.05,7.01,4.29
18110,1.03,Ideal,E,SI2,62.5,56.0,4441,6.45,6.48,4.04
18111,0.41,Ideal,F,VS1,62.5,57.0,1076,4.76,4.75,2.97
18112,1.31,Very Good,I,SI2,63.5,55.0,5612,6.97,6.89,4.4
18113,0.7,Fair,F,SI2,65.3,55.0,2075,5.6,5.49,3.62
18114,0.76,Very Good,E,VS2,63.4,58.0,3517,5.76,5.82,3.67
18115,1.02,Ideal,F,SI2,62.9,58.0,5115,6.34,6.42,4.01
18116,1.01,Very Good,I,SI1,62.8,58.0,3888,6.37,6.4,4.01
18117,1.01,Very Good,F,VS1,63.2,58.0,7107,6.32,6.34,4.0
18118,1.12,Ideal,D,SI1,60.5,56.0,7153,6.75,6.78,4.09
18119,0.56,Very Good,D,SI1,63.1,57.0,1777,5.22,5.19,3.29
18120,0.3,Premium,J,VS1,62.6,60.0,506,4.28,4.22,2.66
18121,1.29,Premium,I,SI2,61.1,62.0,4291,7.0,6.94,4.26
18122,1.08,Ideal,F,VVS2,61.6,57.0,10046,6.57,6.6,4.06
18123,0.3,Premium,H,VS1,62.1,59.0,630,4.28,4.25,2.65
18124,1.0,Ideal,I,SI1,61.8,55.0,4602,6.41,6.44,3.97
18125,0.54,Ideal,H,SI1,62.2,56.0,1154,5.19,5.26,3.25
18126,0.56,Premium,H,VVS2,59.8,57.0,1814,5.48,5.39,3.25
18127,0.7,Premium,D,SI1,60.2,60.0,2822,5.82,5.75,3.48
18128,0.31,Very Good,G,VS1,62.0,59.0,625,4.28,4.3,2.66
18129,1.5,Fair,H,SI1,65.0,57.0,6838,7.1,7.06,4.6
18130,0.42,Premium,F,SI1,60.0,59.0,992,4.88,4.85,2.92
18131,0.39,Ideal,F,VS1,62.5,57.0,895,4.66,4.69,2.92
18132,0.31,Very Good,E,SI1,63.4,55.0,651,4.29,4.26,2.71
18133,1.5,Premium,E,VS2,59.5,58.0,14386,7.53,7.46,4.46
18134,0.33,Very Good,D,SI2,60.7,56.0,492,4.43,4.46,2.7
18135,0.56,Very Good,G,VVS2,62.1,55.6,2336,5.29,5.31,3.29
18136,0.34,Ideal,G,IF,60.9,56.0,974,4.5,4.53,2.75
18137,2.04,Premium,I,SI2,60.3,60.0,14660,8.26,8.19,4.96
18138,0.81,Premium,J,VS1,61.7,61.0,2350,5.94,5.9,3.65
18139,1.43,Very Good,G,VS2,62.2,58.0,10419,7.15,7.18,4.46
18140,0.36,Premium,D,SI2,60.9,58.0,689,4.63,4.6,2.81
18141,0.91,Very Good,D,VS2,62.7,59.0,4720,6.13,6.16,3.85
18142,1.23,Good,H,SI2,63.8,57.4,5412,6.72,6.78,4.31
18143,0.53,Ideal,H,SI1,61.5,54.0,1205,5.21,5.26,3.22
18144,0.41,Very Good,H,VS1,62.0,56.0,827,4.74,4.78,2.95
18145,1.0,Premium,E,VS2,60.0,60.0,6720,6.43,6.43,3.89
18146,0.71,Ideal,F,SI1,60.8,57.0,2487,5.75,5.8,3.51
18147,0.3,Premium,D,VS1,59.7,58.0,848,4.39,4.32,2.6
18148,1.23,Premium,G,SI2,62.1,58.0,4918,6.85,6.8,4.24
18149,1.0,Ideal,G,SI1,61.9,56.0,4997,6.37,6.45,3.97
18150,0.4,Ideal,I,VS2,62.2,55.0,667,4.73,4.75,2.95
18151,1.54,Premium,H,SI1,62.2,58.0,10466,7.45,7.32,4.59
18152,0.5,Good,D,SI1,63.7,56.0,1436,5.05,5.09,3.23
18153,0.32,Ideal,D,SI2,61.8,55.0,612,4.42,4.38,2.72
18154,0.77,Good,D,VS2,63.1,57.0,3489,5.83,5.86,3.69
18155,0.5,Very Good,I,SI1,62.5,57.0,1035,5.06,5.09,3.17
18156,0.76,Ideal,E,VVS1,62.2,55.0,5056,5.86,5.82,3.63
18157,1.01,Very Good,F,VS2,58.8,63.0,6257,6.51,6.56,3.84
18158,0.37,Very Good,E,VS1,62.8,55.0,818,4.61,4.63,2.9
18159,1.3,Premium,F,SI1,61.1,53.0,8256,7.17,7.04,4.34
18160,0.38,Very Good,D,SI1,58.9,61.0,733,4.75,4.79,2.81
18161,1.52,Premium,G,VS2,62.0,58.0,13606,7.39,7.33,4.56
18162,0.95,Premium,G,SI2,59.5,56.0,3724,6.41,6.36,3.8
18163,1.5,Good,H,SI2,60.8,64.0,6846,7.27,7.2,4.4
18164,0.78,Ideal,D,SI1,62.4,57.0,3035,5.87,5.89,3.67
18165,1.51,Premium,F,VS2,62.0,59.0,13945,7.37,7.18,4.51
18166,0.52,Good,F,SI1,63.8,56.0,1244,5.07,5.12,3.25
18167,1.52,Very Good,G,SI1,62.5,58.0,10150,7.26,7.3,4.55
18168,0.73,Very Good,H,VS2,63.1,57.3,2337,5.65,5.7,3.59
18169,1.64,Premium,E,SI1,59.5,58.0,14107,7.64,7.72,4.57
18170,0.52,Very Good,G,VS2,61.9,59.0,1408,5.12,5.16,3.18
18171,1.21,Good,J,IF,62.1,60.0,6299,6.81,6.87,4.25
18172,0.7,Premium,D,SI2,63.0,56.0,2239,5.67,5.64,3.56
18173,1.04,Ideal,F,SI2,62.1,57.0,4668,6.46,6.48,4.02
18174,1.01,Good,E,VS2,63.9,59.0,6843,6.31,6.34,4.04
18175,1.27,Very Good,D,SI1,62.5,58.0,8312,6.87,6.92,4.31
18176,1.5,Good,E,SI1,58.9,61.0,11179,7.43,7.5,4.4
18177,0.25,Ideal,F,VS1,62.1,57.0,595,4.01,4.04,2.5
18178,1.03,Premium,D,VVS2,60.1,58.0,11335,6.55,6.6,3.95
18179,2.01,Ideal,F,SI2,62.3,58.0,15955,8.03,8.01,5.0
18180,1.0,Ideal,F,VS1,61.7,55.0,7056,6.42,6.39,3.95
18181,0.5,Good,E,SI2,63.2,61.0,1000,5.02,5.05,3.18
18182,0.71,Ideal,G,VVS2,61.5,57.0,3909,5.74,5.78,3.54
18183,0.99,Fair,J,I1,73.6,60.0,1789,6.01,5.8,4.35
18184,1.2,Very Good,J,VS1,62.9,60.0,5226,6.64,6.69,4.19
18185,0.75,Very Good,H,SI2,60.4,60.0,2106,5.89,5.93,3.57
18186,1.5,Fair,H,VS2,65.2,58.0,10206,7.12,7.06,4.62
18187,0.51,Very Good,E,SI1,61.6,53.0,1315,5.16,5.19,3.19
18188,0.55,Premium,H,VS2,60.2,59.0,1387,5.36,5.24,3.19
18189,0.4,Good,G,SI1,63.4,58.0,655,4.66,4.71,2.97
18190,1.08,Ideal,I,SI1,61.4,57.0,4476,6.67,6.62,4.08
18191,1.69,Ideal,I,VS2,61.7,56.0,11086,7.65,7.71,4.74
18192,1.24,Very Good,G,VS1,60.2,58.0,9738,6.96,7.0,4.2
18193,0.9,Premium,G,VS2,62.4,61.0,4137,6.17,6.13,3.84
18194,1.06,Very Good,E,SI1,59.8,56.0,6169,6.63,6.67,3.98
18195,0.4,Ideal,H,VS2,61.6,57.0,800,4.71,4.74,2.91
18196,1.04,Good,G,VS1,63.8,57.0,7049,6.4,6.43,4.09
18197,0.32,Ideal,G,VS1,61.7,55.0,828,4.41,4.37,2.71
18198,0.9,Very Good,D,VS1,63.0,58.0,5757,6.11,6.15,3.86
18199,0.32,Very Good,I,SI1,62.8,58.0,432,4.34,4.39,2.74
18200,0.92,Premium,F,SI2,62.1,59.0,3787,6.26,6.21,3.87
18201,0.33,Premium,F,SI1,60.9,59.0,705,4.45,4.42,2.7
18202,1.34,Ideal,I,SI2,61.3,55.0,5778,7.16,7.12,4.38
18203,0.52,Ideal,G,VVS2,62.2,56.0,1906,5.13,5.16,3.2
18204,1.21,Ideal,F,SI1,61.1,55.0,6659,6.87,6.85,4.19
18205,1.59,Premium,G,SI1,62.2,58.0,9707,7.51,7.45,4.65
18206,1.23,Premium,J,VS1,60.1,60.0,5304,6.95,6.9,4.16
18207,1.32,Very Good,F,VVS2,61.6,61.0,12736,6.97,7.02,4.31
18208,1.62,Premium,F,VS2,61.1,60.0,14826,7.56,7.57,4.62
18209,0.55,Ideal,G,VVS1,61.2,56.0,2077,5.27,5.3,3.24
18210,0.34,Ideal,G,VS2,61.0,57.0,596,4.48,4.5,2.74
18211,2.15,Premium,G,SI2,61.2,58.0,11985,8.42,8.3,5.1
18212,0.79,Premium,E,VS2,60.6,53.0,2876,6.04,5.98,3.64
18213,0.75,Very Good,H,VS1,59.3,59.0,2513,5.87,6.0,3.52
18214,1.26,Premium,H,SI2,58.6,59.0,5998,7.09,7.04,4.14
18215,1.02,Premium,D,SI1,62.3,59.0,5998,6.42,6.38,3.99
18216,1.12,Ideal,G,SI2,61.5,57.0,5018,6.74,6.68,4.13
18217,1.06,Ideal,D,SI2,62.3,55.0,5253,6.54,6.5,4.06
18218,2.01,Ideal,I,SI1,64.8,62.0,16287,7.92,7.82,5.1
18219,1.17,Ideal,I,SI1,60.0,59.0,5092,6.82,6.87,4.11
18220,0.38,Ideal,G,SI1,60.4,58.0,658,4.7,4.74,2.85
18221,0.4,Ideal,G,VS2,60.5,57.0,1003,4.74,4.8,2.89
18222,0.35,Premium,I,SI2,60.9,58.0,512,4.56,4.53,2.77
18223,1.54,Very Good,F,VS1,63.3,58.0,16082,7.34,7.3,4.63
18224,0.5,Good,D,SI1,63.7,57.0,1235,5.01,4.94,3.17
18225,0.91,Good,G,VS1,63.6,60.0,4209,6.11,6.03,3.86
18226,0.38,Premium,F,SI1,60.4,58.0,898,4.72,4.68,2.84
18227,1.1,Very Good,G,IF,60.5,55.0,8592,6.77,6.71,4.08
18228,0.39,Premium,F,VS1,60.6,55.0,1092,4.77,4.73,2.88
18229,0.4,Very Good,G,VS1,60.8,59.0,791,4.75,4.83,2.91
18230,0.9,Very Good,H,SI1,63.4,58.0,3387,6.16,6.11,3.89
18231,1.29,Premium,I,VS1,61.1,58.0,5664,7.03,6.98,4.28
18232,0.74,Ideal,E,SI2,61.9,56.0,2464,5.8,5.83,3.6
18233,0.32,Ideal,I,VS1,60.9,56.0,505,4.44,4.46,2.71
18234,0.26,Very Good,G,VVS1,61.8,57.0,545,4.06,4.1,2.52
18235,0.34,Ideal,J,VS1,61.9,55.0,413,4.5,4.54,2.8
18236,1.01,Ideal,E,SI1,62.6,57.0,5599,6.43,6.38,4.01
18237,0.76,Ideal,G,SI2,62.3,55.0,2489,5.83,5.89,3.65
18238,0.74,Premium,G,SI2,62.8,54.0,2328,5.76,5.73,3.61
18239,1.2,Ideal,G,VS2,59.9,61.0,8321,6.85,6.88,4.11
18240,1.52,Very Good,G,VS2,62.8,54.0,12359,7.26,7.36,4.59
18241,1.0,Good,F,VVS2,56.5,63.0,7016,6.65,6.62,3.75
18242,0.43,Ideal,E,SI2,61.9,57.0,716,4.83,4.86,3.0
18243,0.71,Premium,H,VS2,61.3,58.0,2169,5.76,5.82,3.55
18244,1.23,Premium,G,VVS2,59.6,59.0,8810,6.95,6.98,4.15
18245,0.27,Ideal,H,VS1,61.6,56.0,480,4.18,4.2,2.58
18246,1.2,Ideal,J,SI1,62.5,55.0,4536,6.84,6.79,4.26
18247,0.39,Ideal,F,VS1,61.6,57.0,902,4.7,4.72,2.9
18248,1.05,Ideal,F,SI2,62.7,54.0,4866,6.5,6.54,4.09
18249,1.22,Premium,D,VS2,62.0,60.0,9581,6.74,6.79,4.22
18250,0.82,Good,G,SI2,63.8,60.0,2512,5.89,5.84,3.74
18251,1.51,Ideal,G,SI2,61.8,57.0,7103,7.37,7.31,4.54
18252,0.5,Very Good,G,VVS2,60.5,62.0,1715,5.07,5.14,3.09
18253,0.43,Ideal,F,VS1,61.9,56.0,774,4.84,4.85,3.0
18254,0.95,Ideal,J,VVS2,60.6,57.0,3558,6.4,6.34,3.86
18255,1.0,Good,H,SI1,63.7,55.0,4200,6.33,6.29,4.02
18256,0.42,Ideal,D,VS1,61.4,56.0,1350,4.86,4.82,2.97
18257,0.91,Ideal,F,SI1,62.0,57.0,4801,6.22,6.24,3.86
18258,0.7,Ideal,E,SI1,62.3,56.0,1758,5.68,5.62,3.52
18259,0.33,Premium,H,VS1,62.1,59.0,579,4.43,4.46,2.76
18260,0.5,Very Good,J,SI1,62.8,58.0,990,5.05,5.08,3.18
18261,0.24,Good,F,VS1,58.3,61.0,373,4.09,4.14,2.4
18262,0.35,Premium,H,VVS1,61.2,60.0,1024,4.55,4.5,2.77
18263,1.55,Premium,J,SI2,62.6,60.0,6635,7.36,7.3,4.59
18264,0.31,Good,E,SI1,63.5,57.0,544,4.28,4.32,2.73
18265,1.06,Good,E,SI2,58.8,61.0,4257,6.63,6.67,3.91
18266,0.75,Ideal,I,SI1,61.5,58.0,2383,5.82,5.86,3.59
18267,0.85,Good,G,SI1,64.9,56.0,2945,5.95,5.98,3.87
18268,0.7,Very Good,G,SI1,62.5,59.0,2545,5.69,5.73,3.57
18269,0.41,Very Good,E,VS1,62.8,56.0,834,4.72,4.77,2.98
18270,0.71,Premium,I,SI1,60.2,58.0,2173,5.83,5.76,3.49
18271,0.62,Ideal,H,VS2,61.2,54.0,1616,5.51,5.6,3.4
18272,2.0,Good,H,SI1,63.6,58.0,16650,7.96,7.87,5.03
18273,0.96,Fair,H,I1,68.9,59.0,1773,6.09,5.96,4.15
18274,1.74,Ideal,J,SI1,62.1,54.0,9208,7.73,7.69,4.79
18275,0.3,Ideal,F,VS1,62.1,56.0,673,4.29,4.32,2.67
18276,1.13,Ideal,H,SI1,62.0,57.0,4959,6.66,6.73,4.15
18277,0.74,Premium,G,SI1,60.5,58.0,2553,5.93,5.88,3.57
18278,1.7,Very Good,H,VS2,61.8,59.0,12257,7.58,7.66,4.71
18279,0.41,Ideal,G,VS1,61.5,56.0,961,4.79,4.77,2.94
18280,0.25,Ideal,G,VVS1,62.6,55.0,582,4.03,4.04,2.52
18281,0.76,Ideal,F,VS2,61.0,55.0,3201,5.92,5.89,3.6
18282,0.34,Ideal,H,VS1,62.1,57.0,765,4.51,4.48,2.79
18283,1.52,Premium,H,SI2,62.0,58.0,7764,7.37,7.34,4.56
18284,2.01,Ideal,H,SI1,62.1,56.0,14725,8.11,8.08,5.03
18285,1.0,Ideal,F,SI2,61.8,57.0,4274,6.45,6.36,3.96
18286,1.01,Ideal,F,SI2,62.7,57.0,4017,6.43,6.37,4.01
18287,1.52,Very Good,G,VS2,61.6,56.0,12730,7.37,7.43,4.56
18288,0.3,Very Good,G,VVS2,60.4,60.0,638,4.3,4.34,2.61
18289,0.51,Ideal,E,SI1,62.1,55.0,1438,5.09,5.15,3.18
18290,1.02,Ideal,E,SI2,61.6,56.0,4465,6.48,6.55,3.99
18291,0.62,Ideal,G,SI2,62.1,55.0,1327,5.46,5.49,3.4
18292,1.25,Ideal,I,SI2,62.0,57.0,5355,6.92,6.85,4.27
18293,1.07,Ideal,H,VS2,62.1,57.0,4458,6.53,6.49,4.04
18294,0.36,Premium,E,SI1,62.2,59.0,589,4.53,4.57,2.83
18295,1.51,Very Good,I,VS2,63.0,60.0,8952,7.25,7.3,4.58
18296,2.24,Ideal,I,SI2,61.7,58.0,16709,8.43,8.37,5.18
18297,1.51,Premium,D,SI1,59.6,58.0,12738,7.51,7.48,4.47
18298,1.86,Very Good,J,VS2,62.5,55.0,10798,7.81,7.9,4.91
18299,1.04,Ideal,F,SI1,59.9,56.0,4403,6.64,6.58,3.96
18300,0.5,Very Good,E,SI2,61.6,58.0,1235,5.08,5.11,3.14
18301,0.72,Ideal,J,VVS2,61.6,56.0,1996,5.76,5.73,3.54
18302,0.31,Premium,H,VS2,62.2,58.0,489,4.31,4.34,2.69
18303,1.02,Very Good,H,SI1,63.4,57.0,4884,6.42,6.36,4.05
18304,1.54,Premium,G,VS1,61.9,59.0,13733,7.37,7.34,4.55
18305,2.01,Premium,G,SI2,59.9,62.0,17014,8.15,8.04,4.85
18306,1.0,Premium,H,VS1,59.1,60.0,4732,6.45,6.42,3.8
18307,0.9,Good,G,VS2,60.4,61.0,4547,6.23,6.32,3.79
18308,1.51,Premium,H,IF,60.2,60.0,13194,7.44,7.41,4.47
18309,0.74,Ideal,I,VS1,62.5,56.0,2690,5.76,5.8,3.61
18310,0.9,Very Good,G,SI1,61.6,59.0,3597,6.13,6.19,3.8
18311,0.39,Premium,F,SI1,61.3,62.0,860,4.71,4.68,2.88
18312,0.32,Premium,H,SI1,61.9,59.0,576,4.41,4.38,2.72
18313,1.02,Premium,F,SI1,63.0,58.0,4678,6.4,6.36,4.02
18314,0.31,Very Good,G,VVS1,59.9,62.0,816,4.35,4.37,2.61
18315,2.5,Premium,I,SI2,59.0,60.0,18447,8.76,8.89,5.21
18316,1.73,Premium,G,VS2,62.9,58.0,16960,7.65,7.58,4.79
18317,0.38,Ideal,I,VS1,61.5,53.9,703,4.66,4.7,2.89
18318,2.13,Premium,J,SI2,62.6,58.0,13148,8.21,8.18,5.13
18319,1.25,Very Good,I,SI1,62.1,58.0,5699,6.86,6.9,4.27
18320,1.2,Premium,E,SI2,62.6,56.0,6397,6.84,6.77,4.26
18321,0.23,Good,G,VVS1,56.2,60.0,395,4.14,4.19,2.34
18322,0.96,Very Good,D,SI1,59.9,58.0,5548,6.4,6.46,3.85
18323,0.3,Ideal,E,VS1,61.5,56.0,710,4.31,4.37,2.67
18324,1.01,Good,F,SI1,63.6,58.0,4899,6.31,6.37,4.03
18325,1.04,Premium,H,SI2,58.6,60.0,4368,6.67,6.63,3.9
18326,0.26,Very Good,H,VVS2,63.3,58.0,600,4.08,4.04,2.57
18327,1.7,Ideal,J,SI2,60.5,57.0,8505,7.74,7.84,4.71
18328,1.04,Ideal,H,SI1,61.6,55.0,6458,6.51,6.54,4.02
18329,0.44,Ideal,E,SI1,61.1,56.0,1040,4.92,4.9,3.0
18330,1.01,Very Good,G,VS1,58.8,58.0,6777,6.52,6.61,3.86
18331,2.08,Very Good,J,VS2,60.6,61.0,13732,8.24,8.34,5.02
18332,0.9,Ideal,I,VS1,61.6,56.0,3677,6.22,6.16,3.81
18333,0.33,Ideal,D,SI2,62.4,57.0,631,4.42,4.39,2.75
18334,1.1,Premium,I,SI1,62.7,58.0,4435,6.58,6.54,4.11
18335,0.9,Very Good,I,VS1,62.0,61.0,3880,6.12,6.18,3.81
18336,1.02,Ideal,G,IF,62.5,57.0,8162,6.37,6.44,4.0
18337,1.17,Premium,H,VS2,62.4,57.0,6163,6.74,6.69,4.19
18338,0.97,Premium,E,SI1,61.0,61.0,4915,6.32,6.28,3.84
18339,0.76,Very Good,H,VS2,63.4,58.0,2517,5.78,5.74,3.65
18340,1.06,Premium,H,VS2,60.8,59.0,5205,6.55,6.58,3.99
18341,0.34,Premium,I,VVS2,61.3,57.0,765,4.52,4.49,2.76
18342,1.17,Fair,I,I1,65.4,62.0,2935,6.68,6.57,4.33
18343,0.35,Ideal,I,SI2,61.6,55.0,580,4.62,4.53,2.82
18344,1.52,Premium,D,SI2,60.2,60.0,8737,7.4,7.46,4.47
18345,1.13,Ideal,D,VVS2,60.1,57.0,12150,6.78,6.83,4.09
18346,1.5,Good,G,VS2,63.8,56.0,11508,7.2,7.15,4.58
18347,1.05,Ideal,G,VS2,62.2,54.0,7070,6.53,6.55,4.07
18348,0.83,Very Good,D,VS1,58.2,59.0,4521,6.19,6.24,3.62
18349,0.7,Very Good,G,SI1,63.5,61.0,2184,5.64,5.61,3.57
18350,2.01,Very Good,H,SI2,63.2,59.0,12229,8.04,8.0,5.07
18351,1.01,Premium,G,SI1,62.3,60.0,4395,6.31,6.25,3.91
18352,1.2,Premium,G,VS2,62.5,58.0,9677,6.74,6.67,4.19
18353,0.38,Ideal,G,VS1,62.1,56.0,1040,4.68,4.63,2.89
18354,0.24,Ideal,G,IF,60.8,58.0,559,4.01,4.05,2.44
18355,0.7,Premium,G,SI1,59.1,59.0,2042,5.77,5.83,3.43
18356,0.53,Ideal,J,SI1,61.6,55.0,999,5.2,5.23,3.21
18357,0.31,Ideal,G,VS2,62.2,56.0,544,4.31,4.34,2.69
18358,0.44,Premium,G,SI1,60.1,60.0,772,4.86,4.95,2.95
18359,0.43,Premium,F,SI1,62.6,58.0,1016,4.81,4.77,3.0
18360,1.01,Good,D,SI1,65.1,57.0,5544,6.3,6.32,4.11
18361,1.61,Ideal,D,VS2,62.0,55.0,18318,7.51,7.5,4.67
18362,0.26,Ideal,H,VVS1,62.2,55.0,545,4.09,4.11,2.55
18363,2.0,Fair,E,SI1,65.7,60.0,15330,7.7,7.8,5.09
18364,0.35,Ideal,E,SI1,62.3,56.0,614,4.53,4.56,2.83
18365,0.73,Ideal,G,VS1,60.8,56.4,3209,5.81,5.86,3.55
18366,0.91,Premium,D,VS2,62.0,58.0,5167,6.2,6.15,3.83
18367,0.5,Very Good,G,VVS2,62.4,56.0,1723,5.06,5.1,3.17
18368,1.01,Premium,G,VVS2,62.4,59.0,7466,6.37,6.32,3.96
18369,0.42,Premium,G,VS1,60.9,58.0,921,4.81,4.84,2.94
18370,0.36,Ideal,F,SI1,61.5,57.0,600,4.55,4.59,2.81
18371,0.7,Premium,I,VS2,60.8,59.0,2268,5.71,5.68,3.46
18372,0.9,Very Good,J,VS2,63.1,59.0,3024,6.09,6.05,3.83
18373,0.34,Ideal,G,VS2,62.5,57.0,596,4.46,4.5,2.8
18374,1.1,Ideal,I,SI1,60.8,61.0,4868,6.63,6.7,4.05
18375,0.54,Ideal,H,VS1,62.4,56.0,1637,5.22,5.2,3.25
18376,0.32,Ideal,I,IF,61.4,57.0,655,4.39,4.44,2.71
18377,0.51,Good,E,SI1,63.6,58.0,1434,5.0,4.97,3.17
18378,0.23,Ideal,E,VS1,61.5,54.0,586,3.96,3.97,2.44
18379,0.9,Fair,I,SI2,66.4,60.0,2948,5.92,5.86,3.91
18380,1.45,Very Good,D,VVS2,62.0,56.0,17545,7.25,7.32,4.52
18381,0.34,Ideal,I,IF,61.6,54.0,695,4.5,4.53,2.78
18382,0.34,Ideal,G,VVS2,61.1,57.0,775,4.48,4.52,2.75
18383,0.53,Ideal,H,SI1,62.2,54.0,1205,5.18,5.23,3.24
18384,1.05,Premium,F,SI1,60.3,60.0,5557,6.66,6.54,3.98
18385,0.34,Ideal,E,VS1,61.2,55.0,875,4.52,4.56,2.77
18386,0.71,Ideal,D,SI2,60.2,57.0,2262,5.77,5.83,3.49
18387,1.5,Good,F,I1,60.6,62.0,5313,7.22,7.24,4.38
18388,0.36,Ideal,G,VVS2,62.3,56.0,821,4.53,4.56,2.83
18389,1.02,Ideal,J,VS2,61.1,58.0,4397,6.45,6.49,3.95
18390,0.9,Very Good,I,SI1,61.0,58.0,3407,6.19,6.23,3.79
18391,1.01,Very Good,D,VS2,63.3,58.0,6794,6.35,6.38,4.03
18392,0.81,Ideal,H,VS2,61.6,56.0,3084,6.03,5.98,3.7
18393,1.8,Ideal,H,VS1,62.3,56.0,14968,7.76,7.79,4.84
18394,0.93,Premium,F,I1,61.3,59.0,2396,6.27,6.22,3.83
18395,1.2,Very Good,G,SI2,61.5,58.0,4443,6.83,6.85,4.21
18396,0.41,Ideal,D,SI1,63.0,53.0,744,4.74,4.79,3.0
18397,0.31,Ideal,G,VVS1,60.7,57.0,816,4.37,4.4,2.66
18398,0.9,Good,E,SI1,62.2,65.0,3274,6.13,6.08,3.8
18399,1.54,Premium,F,SI1,60.9,59.0,11897,7.56,7.46,4.57
